SalesOrderID;OrderDate;DueDate;ShipDate;CustomerID;SalesPersonID;TerritoryID;Freight;TotalDue;OrderYear;OrderMonth
43673;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29844;275;2;111,8629;4216,0258;2011;5
43674;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29596;282;6;78,7315;2955,0542;2011;5
43675;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29827;277;3;170,8987;6434,0848;2011;5
43676;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29811;275;5;426,0206;15992,7446;2011;5
43677;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29824;278;6;233,4691;8773,681;2011;5
43678;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29889;281;4;294,3981;11036,3964;2011;5
43679;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29761;278;6;39,3135;1481,1742;2011;5
43680;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29489;281;4;341,7623;12832,9009;2011;5
43681;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29661;279;5;413,4584;15524,0686;2011;5
43682;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29759;275;2;116,1876;4363,7107;2011;5
43683;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29497;283;1;1283,484;48204,0662;2011;5
43684;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29912;279;5;167,8941;6301,6258;2011;5
43685;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;30084;279;5;82,2503;3082,0191;2011;5
43686;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29606;283;1;103,899;3899,6756;2011;5
43687;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29610;275;2;37,7513;1416,9322;2011;5
43688;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29718;275;2;382,1512;14323,1194;2011;5
43689;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29646;277;4;1022,3419;38291,2063;2011;5
43690;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29533;275;3;38,8133;1460,6061;2011;5
43691;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29570;277;4;26,2438;985,018;2011;5
43692;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29992;281;4;1155,1244;43362,4196;2011;5
43693;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29491;275;5;615,4864;23126,45;2011;5
43694;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29549;279;5;618,2268;23242,1865;2011;5
43695;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29958;279;5;1183,5823;44344,8265;2011;5
43696;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;29849;279;5;12,5838;472,3108;2011;5
43697;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;21768;NULL;6;89,4568;3953,9884;2011;5
43698;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;28389;NULL;7;84,9998;3756,989;2011;5
43699;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;25863;NULL;1;84,9998;3756,989;2011;5
43700;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;14501;NULL;4;17,4775;772,5036;2011;5
43701;2011-05-31 00:00:00.000;2011-06-12 00:00:00.000;2011-06-07 00:00:00.000;11003;NULL;9;84,9998;3756,989;2011;5
43702;2011-06-01 00:00:00.000;2011-06-13 00:00:00.000;2011-06-08 00:00:00.000;27645;NULL;4;89,4568;3953,9884;2011;6
43703;2011-06-01 00:00:00.000;2011-06-13 00:00:00.000;2011-06-08 00:00:00.000;16624;NULL;9;89,4568;3953,9884;2011;6
43704;2011-06-01 00:00:00.000;2011-06-13 00:00:00.000;2011-06-08 00:00:00.000;11005;NULL;9;84,3748;3729,364;2011;6
43705;2011-06-01 00:00:00.000;2011-06-13 00:00:00.000;2011-06-08 00:00:00.000;11011;NULL;9;84,9998;3756,989;2011;6
43706;2011-06-02 00:00:00.000;2011-06-14 00:00:00.000;2011-06-09 00:00:00.000;27621;NULL;4;89,4568;3953,9884;2011;6
43707;2011-06-02 00:00:00.000;2011-06-14 00:00:00.000;2011-06-09 00:00:00.000;27616;NULL;4;89,4568;3953,9884;2011;6
43708;2011-06-02 00:00:00.000;2011-06-14 00:00:00.000;2011-06-09 00:00:00.000;20042;NULL;10;17,4775;772,5036;2011;6
43709;2011-06-02 00:00:00.000;2011-06-14 00:00:00.000;2011-06-09 00:00:00.000;16351;NULL;9;89,4568;3953,9884;2011;6
43710;2011-06-02 00:00:00.000;2011-06-14 00:00:00.000;2011-06-09 00:00:00.000;16517;NULL;9;89,4568;3953,9884;2011;6
43711;2011-06-03 00:00:00.000;2011-06-15 00:00:00.000;2011-06-10 00:00:00.000;27606;NULL;1;89,4568;3953,9884;2011;6
43712;2011-06-03 00:00:00.000;2011-06-15 00:00:00.000;2011-06-10 00:00:00.000;13513;NULL;8;89,4568;3953,9884;2011;6
43713;2011-06-04 00:00:00.000;2011-06-16 00:00:00.000;2011-06-11 00:00:00.000;27601;NULL;4;89,4568;3953,9884;2011;6
43714;2011-06-04 00:00:00.000;2011-06-16 00:00:00.000;2011-06-11 00:00:00.000;13591;NULL;10;89,4568;3953,9884;2011;6
43715;2011-06-04 00:00:00.000;2011-06-16 00:00:00.000;2011-06-11 00:00:00.000;16483;NULL;9;89,4568;3953,9884;2011;6
43716;2011-06-04 00:00:00.000;2011-06-16 00:00:00.000;2011-06-11 00:00:00.000;16529;NULL;9;89,4568;3953,9884;2011;6
43717;2011-06-04 00:00:00.000;2011-06-16 00:00:00.000;2011-06-11 00:00:00.000;25249;NULL;9;17,4775;772,5036;2011;6
43718;2011-06-05 00:00:00.000;2011-06-17 00:00:00.000;2011-06-12 00:00:00.000;27668;NULL;1;89,4568;3953,9884;2011;6
43719;2011-06-05 00:00:00.000;2011-06-17 00:00:00.000;2011-06-12 00:00:00.000;27612;NULL;4;89,4568;3953,9884;2011;6
43720;2011-06-05 00:00:00.000;2011-06-17 00:00:00.000;2011-06-12 00:00:00.000;13264;NULL;8;89,4568;3953,9884;2011;6
43721;2011-06-05 00:00:00.000;2011-06-17 00:00:00.000;2011-06-12 00:00:00.000;13590;NULL;10;89,4568;3953,9884;2011;6
43722;2011-06-06 00:00:00.000;2011-06-18 00:00:00.000;2011-06-13 00:00:00.000;13581;NULL;10;89,4568;3953,9884;2011;6
43723;2011-06-06 00:00:00.000;2011-06-18 00:00:00.000;2011-06-13 00:00:00.000;14520;NULL;1;17,4775;772,5036;2011;6
43724;2011-06-06 00:00:00.000;2011-06-18 00:00:00.000;2011-06-13 00:00:00.000;16520;NULL;9;89,4568;3953,9884;2011;6
43725;2011-06-07 00:00:00.000;2011-06-19 00:00:00.000;2011-06-14 00:00:00.000;13258;NULL;8;89,4568;3953,9884;2011;6
43726;2011-06-07 00:00:00.000;2011-06-19 00:00:00.000;2011-06-14 00:00:00.000;14560;NULL;4;17,4775;772,5036;2011;6
43727;2011-06-07 00:00:00.000;2011-06-19 00:00:00.000;2011-06-14 00:00:00.000;16607;NULL;9;89,4568;3953,9884;2011;6
43728;2011-06-08 00:00:00.000;2011-06-20 00:00:00.000;2011-06-15 00:00:00.000;27666;NULL;4;89,4568;3953,9884;2011;6
43729;2011-06-08 00:00:00.000;2011-06-20 00:00:00.000;2011-06-15 00:00:00.000;11238;NULL;10;84,9998;3756,989;2011;6
43730;2011-06-08 00:00:00.000;2011-06-20 00:00:00.000;2011-06-15 00:00:00.000;25861;NULL;4;84,9998;3756,989;2011;6
43731;2011-06-08 00:00:00.000;2011-06-20 00:00:00.000;2011-06-15 00:00:00.000;16629;NULL;9;89,4568;3953,9884;2011;6
43732;2011-06-08 00:00:00.000;2011-06-20 00:00:00.000;2011-06-15 00:00:00.000;11025;NULL;9;84,3748;3729,364;2011;6
43733;2011-06-08 00:00:00.000;2011-06-20 00:00:00.000;2011-06-15 00:00:00.000;27577;NULL;1;89,4568;3953,9884;2011;6
43734;2011-06-09 00:00:00.000;2011-06-21 00:00:00.000;2011-06-16 00:00:00.000;27604;NULL;1;89,4568;3953,9884;2011;6
43735;2011-06-09 00:00:00.000;2011-06-21 00:00:00.000;2011-06-16 00:00:00.000;16522;NULL;9;89,4568;3953,9884;2011;6
43736;2011-06-09 00:00:00.000;2011-06-21 00:00:00.000;2011-06-16 00:00:00.000;11002;NULL;9;84,9998;3756,989;2011;6
43737;2011-06-10 00:00:00.000;2011-06-22 00:00:00.000;2011-06-17 00:00:00.000;13261;NULL;8;89,4568;3953,9884;2011;6
43738;2011-06-10 00:00:00.000;2011-06-22 00:00:00.000;2011-06-17 00:00:00.000;11606;NULL;7;89,4568;3953,9884;2011;6
43739;2011-06-10 00:00:00.000;2011-06-22 00:00:00.000;2011-06-17 00:00:00.000;13563;NULL;10;89,4568;3953,9884;2011;6
43740;2011-06-10 00:00:00.000;2011-06-22 00:00:00.000;2011-06-17 00:00:00.000;16527;NULL;9;89,4568;3953,9884;2011;6
43741;2011-06-11 00:00:00.000;2011-06-23 00:00:00.000;2011-06-18 00:00:00.000;27671;NULL;1;89,4568;3953,9884;2011;6
43742;2011-06-11 00:00:00.000;2011-06-23 00:00:00.000;2011-06-18 00:00:00.000;13576;NULL;10;89,4568;3953,9884;2011;6
43743;2011-06-11 00:00:00.000;2011-06-23 00:00:00.000;2011-06-18 00:00:00.000;11007;NULL;9;84,9998;3756,989;2011;6
43744;2011-06-11 00:00:00.000;2011-06-23 00:00:00.000;2011-06-18 00:00:00.000;16631;NULL;9;89,4568;3953,9884;2011;6
43745;2011-06-12 00:00:00.000;2011-06-24 00:00:00.000;2011-06-19 00:00:00.000;16514;NULL;9;89,4568;3953,9884;2011;6
43746;2011-06-12 00:00:00.000;2011-06-24 00:00:00.000;2011-06-19 00:00:00.000;16616;NULL;9;89,4568;3953,9884;2011;6
43747;2011-06-13 00:00:00.000;2011-06-25 00:00:00.000;2011-06-20 00:00:00.000;27623;NULL;4;89,4568;3953,9884;2011;6
43748;2011-06-13 00:00:00.000;2011-06-25 00:00:00.000;2011-06-20 00:00:00.000;27625;NULL;1;89,4568;3953,9884;2011;6
43749;2011-06-13 00:00:00.000;2011-06-25 00:00:00.000;2011-06-20 00:00:00.000;27636;NULL;1;89,4568;3953,9884;2011;6
43750;2011-06-13 00:00:00.000;2011-06-25 00:00:00.000;2011-06-20 00:00:00.000;11591;NULL;7;89,4568;3953,9884;2011;6
43751;2011-06-13 00:00:00.000;2011-06-25 00:00:00.000;2011-06-20 00:00:00.000;11592;NULL;7;89,4568;3953,9884;2011;6
43752;2011-06-13 00:00:00.000;2011-06-25 00:00:00.000;2011-06-20 00:00:00.000;13265;NULL;8;89,4568;3953,9884;2011;6
43753;2011-06-13 00:00:00.000;2011-06-25 00:00:00.000;2011-06-20 00:00:00.000;16482;NULL;9;89,4568;3953,9884;2011;6
43754;2011-06-14 00:00:00.000;2011-06-26 00:00:00.000;2011-06-21 00:00:00.000;27617;NULL;1;89,4568;3953,9884;2011;6
43755;2011-06-14 00:00:00.000;2011-06-26 00:00:00.000;2011-06-21 00:00:00.000;27670;NULL;4;89,4568;3953,9884;2011;6
43756;2011-06-14 00:00:00.000;2011-06-26 00:00:00.000;2011-06-21 00:00:00.000;19941;NULL;10;17,4775;772,5036;2011;6
43757;2011-06-14 00:00:00.000;2011-06-26 00:00:00.000;2011-06-21 00:00:00.000;11017;NULL;9;84,3748;3729,364;2011;6
43758;2011-06-15 00:00:00.000;2011-06-27 00:00:00.000;2011-06-22 00:00:00.000;27646;NULL;4;89,4568;3953,9884;2011;6
43759;2011-06-15 00:00:00.000;2011-06-27 00:00:00.000;2011-06-22 00:00:00.000;13257;NULL;8;89,4568;3953,9884;2011;6
43760;2011-06-15 00:00:00.000;2011-06-27 00:00:00.000;2011-06-22 00:00:00.000;16352;NULL;9;89,4568;3953,9884;2011;6
43761;2011-06-15 00:00:00.000;2011-06-27 00:00:00.000;2011-06-22 00:00:00.000;16493;NULL;9;89,4568;3953,9884;2011;6
43762;2011-06-16 00:00:00.000;2011-06-28 00:00:00.000;2011-06-23 00:00:00.000;27578;NULL;4;89,4568;3953,9884;2011;6
43763;2011-06-16 00:00:00.000;2011-06-28 00:00:00.000;2011-06-23 00:00:00.000;16525;NULL;9;89,4568;3953,9884;2011;6
43764;2011-06-16 00:00:00.000;2011-06-28 00:00:00.000;2011-06-23 00:00:00.000;16612;NULL;9;89,4568;3953,9884;2011;6
43765;2011-06-16 00:00:00.000;2011-06-28 00:00:00.000;2011-06-23 00:00:00.000;11010;NULL;9;84,9998;3756,989;2011;6
43766;2011-06-17 00:00:00.000;2011-06-29 00:00:00.000;2011-06-24 00:00:00.000;16518;NULL;9;89,4568;3953,9884;2011;6
43767;2011-06-17 00:00:00.000;2011-06-29 00:00:00.000;2011-06-24 00:00:00.000;11001;NULL;9;84,3748;3729,364;2011;6
43768;2011-06-18 00:00:00.000;2011-06-30 00:00:00.000;2011-06-25 00:00:00.000;27649;NULL;1;89,4568;3953,9884;2011;6
43769;2011-06-18 00:00:00.000;2011-06-30 00:00:00.000;2011-06-25 00:00:00.000;21659;NULL;6;89,4568;3953,9884;2011;6
43770;2011-06-18 00:00:00.000;2011-06-30 00:00:00.000;2011-06-25 00:00:00.000;27614;NULL;1;89,4568;3953,9884;2011;6
43771;2011-06-18 00:00:00.000;2011-06-30 00:00:00.000;2011-06-25 00:00:00.000;14559;NULL;4;17,4775;772,5036;2011;6
43772;2011-06-18 00:00:00.000;2011-06-30 00:00:00.000;2011-06-25 00:00:00.000;16524;NULL;9;89,4568;3953,9884;2011;6
43773;2011-06-18 00:00:00.000;2011-06-30 00:00:00.000;2011-06-25 00:00:00.000;16526;NULL;9;89,4568;3953,9884;2011;6
43774;2011-06-18 00:00:00.000;2011-06-30 00:00:00.000;2011-06-25 00:00:00.000;16348;NULL;9;89,4568;3953,9884;2011;6
43775;2011-06-18 00:00:00.000;2011-06-30 00:00:00.000;2011-06-25 00:00:00.000;11027;NULL;9;84,9998;3756,989;2011;6
43776;2011-06-19 00:00:00.000;2011-07-01 00:00:00.000;2011-06-26 00:00:00.000;13260;NULL;8;89,4568;3953,9884;2011;6
43777;2011-06-19 00:00:00.000;2011-07-01 00:00:00.000;2011-06-26 00:00:00.000;16515;NULL;9;89,4568;3953,9884;2011;6
43778;2011-06-19 00:00:00.000;2011-07-01 00:00:00.000;2011-06-26 00:00:00.000;11018;NULL;9;84,9998;3756,989;2011;6
43779;2011-06-19 00:00:00.000;2011-07-01 00:00:00.000;2011-06-26 00:00:00.000;25252;NULL;9;17,4775;772,5036;2011;6
43780;2011-06-20 00:00:00.000;2011-07-02 00:00:00.000;2011-06-27 00:00:00.000;11599;NULL;7;89,4568;3953,9884;2011;6
43781;2011-06-20 00:00:00.000;2011-07-02 00:00:00.000;2011-06-27 00:00:00.000;16495;NULL;9;89,4568;3953,9884;2011;6
43782;2011-06-20 00:00:00.000;2011-07-02 00:00:00.000;2011-06-27 00:00:00.000;16516;NULL;9;89,4568;3953,9884;2011;6
43783;2011-06-20 00:00:00.000;2011-07-02 00:00:00.000;2011-06-27 00:00:00.000;16620;NULL;9;89,4568;3953,9884;2011;6
43784;2011-06-21 00:00:00.000;2011-07-03 00:00:00.000;2011-06-28 00:00:00.000;27667;NULL;4;89,4568;3953,9884;2011;6
43785;2011-06-21 00:00:00.000;2011-07-03 00:00:00.000;2011-06-28 00:00:00.000;11601;NULL;7;89,4568;3953,9884;2011;6
43786;2011-06-21 00:00:00.000;2011-07-03 00:00:00.000;2011-06-28 00:00:00.000;11607;NULL;7;89,4568;3953,9884;2011;6
43787;2011-06-21 00:00:00.000;2011-07-03 00:00:00.000;2011-06-28 00:00:00.000;29385;NULL;8;84,9998;3756,989;2011;6
43788;2011-06-21 00:00:00.000;2011-07-03 00:00:00.000;2011-06-28 00:00:00.000;11239;NULL;10;84,3748;3729,364;2011;6
43789;2011-06-21 00:00:00.000;2011-07-03 00:00:00.000;2011-06-28 00:00:00.000;25865;NULL;1;84,3748;3729,364;2011;6
43790;2011-06-21 00:00:00.000;2011-07-03 00:00:00.000;2011-06-28 00:00:00.000;25857;NULL;1;84,9998;3756,989;2011;6
43791;2011-06-21 00:00:00.000;2011-07-03 00:00:00.000;2011-06-28 00:00:00.000;16484;NULL;9;89,4568;3953,9884;2011;6
43792;2011-06-21 00:00:00.000;2011-07-03 00:00:00.000;2011-06-28 00:00:00.000;16623;NULL;9;89,4568;3953,9884;2011;6
43793;2011-06-21 00:00:00.000;2011-07-03 00:00:00.000;2011-06-28 00:00:00.000;11000;NULL;9;84,9998;3756,989;2011;6
43794;2011-06-21 00:00:00.000;2011-07-03 00:00:00.000;2011-06-28 00:00:00.000;11029;NULL;9;84,9998;3756,989;2011;6
43795;2011-06-22 00:00:00.000;2011-07-04 00:00:00.000;2011-06-29 00:00:00.000;27615;NULL;4;89,4568;3953,9884;2011;6
43796;2011-06-22 00:00:00.000;2011-07-04 00:00:00.000;2011-06-29 00:00:00.000;17956;NULL;7;17,4775;772,5036;2011;6
43797;2011-06-22 00:00:00.000;2011-07-04 00:00:00.000;2011-06-29 00:00:00.000;16345;NULL;9;89,4568;3953,9884;2011;6
43798;2011-06-22 00:00:00.000;2011-07-04 00:00:00.000;2011-06-29 00:00:00.000;16521;NULL;9;89,4568;3953,9884;2011;6
43799;2011-06-22 00:00:00.000;2011-07-04 00:00:00.000;2011-06-29 00:00:00.000;16636;NULL;9;89,4568;3953,9884;2011;6
43800;2011-06-23 00:00:00.000;2011-07-05 00:00:00.000;2011-06-30 00:00:00.000;21710;NULL;6;89,4568;3953,9884;2011;6
43801;2011-06-23 00:00:00.000;2011-07-05 00:00:00.000;2011-06-30 00:00:00.000;13583;NULL;10;89,4568;3953,9884;2011;6
43802;2011-06-23 00:00:00.000;2011-07-05 00:00:00.000;2011-06-30 00:00:00.000;11593;NULL;7;89,4568;3953,9884;2011;6
43803;2011-06-24 00:00:00.000;2011-07-06 00:00:00.000;2011-07-01 00:00:00.000;21741;NULL;6;89,4568;3953,9884;2011;6
43804;2011-06-24 00:00:00.000;2011-07-06 00:00:00.000;2011-07-01 00:00:00.000;13585;NULL;10;89,4568;3953,9884;2011;6
43805;2011-06-24 00:00:00.000;2011-07-06 00:00:00.000;2011-07-01 00:00:00.000;14510;NULL;1;17,4775;772,5036;2011;6
43806;2011-06-24 00:00:00.000;2011-07-06 00:00:00.000;2011-07-01 00:00:00.000;16523;NULL;9;89,4568;3953,9884;2011;6
43807;2011-06-25 00:00:00.000;2011-07-07 00:00:00.000;2011-07-02 00:00:00.000;11611;NULL;7;89,4568;3953,9884;2011;6
43808;2011-06-25 00:00:00.000;2011-07-07 00:00:00.000;2011-07-02 00:00:00.000;13259;NULL;8;89,4568;3953,9884;2011;6
43809;2011-06-25 00:00:00.000;2011-07-07 00:00:00.000;2011-07-02 00:00:00.000;16350;NULL;9;89,4568;3953,9884;2011;6
43810;2011-06-25 00:00:00.000;2011-07-07 00:00:00.000;2011-07-02 00:00:00.000;11004;NULL;9;84,9998;3756,989;2011;6
43811;2011-06-25 00:00:00.000;2011-07-07 00:00:00.000;2011-07-02 00:00:00.000;11026;NULL;9;84,9998;3756,989;2011;6
43812;2011-06-26 00:00:00.000;2011-07-08 00:00:00.000;2011-07-03 00:00:00.000;27662;NULL;4;89,4568;3953,9884;2011;6
43813;2011-06-26 00:00:00.000;2011-07-08 00:00:00.000;2011-07-03 00:00:00.000;28390;NULL;7;84,3748;3729,364;2011;6
43814;2011-06-26 00:00:00.000;2011-07-08 00:00:00.000;2011-07-03 00:00:00.000;25866;NULL;1;84,3748;3729,364;2011;6
43815;2011-06-26 00:00:00.000;2011-07-08 00:00:00.000;2011-07-03 00:00:00.000;16494;NULL;9;89,4568;3953,9884;2011;6
43816;2011-06-26 00:00:00.000;2011-07-08 00:00:00.000;2011-07-03 00:00:00.000;16496;NULL;9;89,4568;3953,9884;2011;6
43817;2011-06-26 00:00:00.000;2011-07-08 00:00:00.000;2011-07-03 00:00:00.000;16519;NULL;9;89,4568;3953,9884;2011;6
43818;2011-06-26 00:00:00.000;2011-07-08 00:00:00.000;2011-07-03 00:00:00.000;16528;NULL;9;89,4568;3953,9884;2011;6
43819;2011-06-26 00:00:00.000;2011-07-08 00:00:00.000;2011-07-03 00:00:00.000;11006;NULL;9;84,9998;3756,989;2011;6
43820;2011-06-27 00:00:00.000;2011-07-09 00:00:00.000;2011-07-04 00:00:00.000;27651;NULL;4;89,4568;3953,9884;2011;6
43821;2011-06-27 00:00:00.000;2011-07-09 00:00:00.000;2011-07-04 00:00:00.000;27663;NULL;4;89,4568;3953,9884;2011;6
43822;2011-06-27 00:00:00.000;2011-07-09 00:00:00.000;2011-07-04 00:00:00.000;27669;NULL;4;89,4568;3953,9884;2011;6
43823;2011-06-27 00:00:00.000;2011-07-09 00:00:00.000;2011-07-04 00:00:00.000;19942;NULL;10;17,4775;772,5036;2011;6
43824;2011-06-27 00:00:00.000;2011-07-09 00:00:00.000;2011-07-04 00:00:00.000;14558;NULL;1;17,4775;772,5036;2011;6
43825;2011-06-27 00:00:00.000;2011-07-09 00:00:00.000;2011-07-04 00:00:00.000;16349;NULL;9;89,4568;3953,9884;2011;6
43826;2011-06-27 00:00:00.000;2011-07-09 00:00:00.000;2011-07-04 00:00:00.000;11008;NULL;9;84,3748;3729,364;2011;6
43827;2011-06-27 00:00:00.000;2011-07-09 00:00:00.000;2011-07-04 00:00:00.000;25250;NULL;9;17,4775;772,5036;2011;6
43828;2011-06-28 00:00:00.000;2011-07-10 00:00:00.000;2011-07-05 00:00:00.000;27605;NULL;1;89,4568;3953,9884;2011;6
43829;2011-06-28 00:00:00.000;2011-07-10 00:00:00.000;2011-07-05 00:00:00.000;27611;NULL;4;89,4568;3953,9884;2011;6
43830;2011-06-28 00:00:00.000;2011-07-10 00:00:00.000;2011-07-05 00:00:00.000;16347;NULL;9;89,4568;3953,9884;2011;6
43831;2011-06-28 00:00:00.000;2011-07-10 00:00:00.000;2011-07-05 00:00:00.000;11028;NULL;9;84,3748;3729,364;2011;6
43832;2011-06-28 00:00:00.000;2011-07-10 00:00:00.000;2011-07-05 00:00:00.000;13584;NULL;10;89,4568;3953,9884;2011;6
43833;2011-06-29 00:00:00.000;2011-07-11 00:00:00.000;2011-07-06 00:00:00.000;21727;NULL;6;89,4568;3953,9884;2011;6
43834;2011-06-29 00:00:00.000;2011-07-11 00:00:00.000;2011-07-06 00:00:00.000;28393;NULL;7;84,3748;3729,364;2011;6
43835;2011-06-29 00:00:00.000;2011-07-11 00:00:00.000;2011-07-06 00:00:00.000;19802;NULL;6;84,3748;3729,364;2011;6
43836;2011-06-29 00:00:00.000;2011-07-11 00:00:00.000;2011-07-06 00:00:00.000;26620;NULL;6;17,4775;772,5036;2011;6
43837;2011-06-29 00:00:00.000;2011-07-11 00:00:00.000;2011-07-06 00:00:00.000;11009;NULL;9;84,3748;3729,364;2011;6
43838;2011-06-30 00:00:00.000;2011-07-12 00:00:00.000;2011-07-07 00:00:00.000;27641;NULL;4;89,4568;3953,9884;2011;6
43839;2011-06-30 00:00:00.000;2011-07-12 00:00:00.000;2011-07-07 00:00:00.000;27673;NULL;1;89,4568;3953,9884;2011;6
43840;2011-06-30 00:00:00.000;2011-07-12 00:00:00.000;2011-07-07 00:00:00.000;17957;NULL;7;17,4775;772,5036;2011;6
43841;2011-06-30 00:00:00.000;2011-07-12 00:00:00.000;2011-07-07 00:00:00.000;13406;NULL;8;89,4568;3953,9884;2011;6
43842;2011-06-30 00:00:00.000;2011-07-12 00:00:00.000;2011-07-07 00:00:00.000;16630;NULL;9;89,4568;3953,9884;2011;6
43843;2011-07-01 00:00:00.000;2011-07-13 00:00:00.000;2011-07-08 00:00:00.000;29955;275;3;991,9371;37106,2915;2011;7
43844;2011-07-01 00:00:00.000;2011-07-13 00:00:00.000;2011-07-08 00:00:00.000;29620;282;6;607,4982;22801,4324;2011;7
43845;2011-07-01 00:00:00.000;2011-07-13 00:00:00.000;2011-07-08 00:00:00.000;29888;279;5;257,3959;9661,1367;2011;7
43846;2011-07-01 00:00:00.000;2011-07-13 00:00:00.000;2011-07-08 00:00:00.000;29548;278;6;28,3324;1038,5162;2011;7
43847;2011-07-01 00:00:00.000;2011-07-13 00:00:00.000;2011-07-08 00:00:00.000;29539;278;6;27,1654;1022,9155;2011;7
43848;2011-07-01 00:00:00.000;2011-07-13 00:00:00.000;2011-07-08 00:00:00.000;29717;283;1;548,0984;20571,9592;2011;7
43849;2011-07-01 00:00:00.000;2011-07-13 00:00:00.000;2011-07-08 00:00:00.000;29818;274;1;615,6177;23130,2957;2011;7
