SalesOrderID;SalesOrderDetailID;OrderQty;ProductID;UnitPrice;UnitPriceDiscount;LineTotal
43890;966;3;742;722,5949;0,00;2167.784700
43890;967;5;772;2039,994;0,00;10199.970000
43890;968;2;776;2024,994;0,00;4049.988000
43890;969;1;748;722,5949;0,00;722.594900
43890;970;1;747;714,7043;0,00;714.704300
43890;971;8;775;2024,994;0,00;16199.952000
43890;972;4;709;5,70;0,00;22.800000
43890;973;3;778;2024,994;0,00;6074.982000
43890;974;3;745;809,76;0,00;2429.280000
43891;975;2;775;2024,994;0,00;4049.988000
43891;976;2;710;5,70;0,00;11.400000
43891;977;1;778;2024,994;0,00;2024.994000
43891;978;3;773;2039,994;0,00;6119.982000
43891;979;3;771;2039,994;0,00;6119.982000
43891;980;4;709;5,70;0,00;22.800000
43891;981;2;776;2024,994;0,00;4049.988000
43891;982;3;772;2039,994;0,00;6119.982000
43891;983;2;777;2024,994;0,00;4049.988000
43893;997;1;770;419,4589;0,00;419.458900
43898;1039;13;770;405,477;0,02;5165.776980
43898;1040;3;768;419,4589;0,00;1258.376700
43898;1041;4;755;874,794;0,00;3499.176000
43898;1042;2;716;28,8404;0,00;57.680800
43898;1043;7;712;5,1865;0,00;36.305500
43898;1044;1;754;874,794;0,00;874.794000
43898;1045;5;707;20,1865;0,00;100.932500
43898;1046;2;725;183,9382;0,00;367.876400
43898;1047;6;711;20,1865;0,00;121.119000
43898;1048;3;753;2146,962;0,00;6440.886000
43898;1049;8;708;20,1865;0,00;161.492000
43898;1050;3;760;419,4589;0,00;1258.376700
43898;1051;11;715;27,879;0,02;300.535620
43898;1052;2;764;419,4589;0,00;838.917800
43898;1053;4;729;183,9382;0,00;735.752800
43898;1054;3;732;356,898;0,00;1070.694000
43898;1055;2;756;874,794;0,00;1749.588000
43898;1056;10;758;874,794;0,00;8747.940000
43898;1057;3;714;28,8404;0,00;86.521200
43898;1058;8;765;419,4589;0,00;3355.671200
43898;1059;2;738;178,5808;0,00;357.161600
43898;1060;2;726;183,9382;0,00;367.876400
43898;1061;7;762;419,4589;0,00;2936.212300
43898;1062;5;761;419,4589;0,00;2097.294500
43898;1063;5;722;178,5808;0,00;892.904000
43898;1064;2;749;2146,962;0,00;4293.924000
43898;1065;6;763;419,4589;0,00;2516.753400
43898;1066;3;766;419,4589;0,00;1258.376700
44077;1454;1;758;874,794;0,00;874.794000
44077;1455;2;770;419,4589;0,00;838.917800
44077;1456;1;715;28,8404;0,00;28.840400
44077;1457;2;708;20,1865;0,00;40.373000
44077;1458;2;760;419,4589;0,00;838.917800
44077;1459;3;754;874,794;0,00;2624.382000
44077;1460;2;762;419,4589;0,00;838.917800
44077;1461;1;707;20,1865;0,00;20.186500
44081;1498;1;748;722,5949;0,00;722.594900
44081;1499;2;715;28,8404;0,00;57.680800
44081;1500;5;775;2024,994;0,00;10124.970000
44081;1501;4;708;20,1865;0,00;80.746000
44081;1502;1;743;714,7043;0,00;714.704300
44081;1503;1;716;28,8404;0,00;28.840400
44081;1504;2;709;5,70;0,00;11.400000
44081;1505;2;714;28,8404;0,00;57.680800
44081;1506;2;741;818,70;0,00;1637.400000
44081;1507;2;772;2039,994;0,00;4079.988000
44081;1508;3;712;5,1865;0,00;15.559500
44081;1509;3;776;2024,994;0,00;6074.982000
44081;1510;2;777;2024,994;0,00;4049.988000
44081;1511;4;774;2039,994;0,00;8159.976000
44081;1512;2;745;809,76;0,00;1619.520000
44081;1513;5;707;20,1865;0,00;100.932500
44082;1514;1;772;2039,994;0,00;2039.994000
44083;1515;1;758;874,794;0,00;874.794000
44083;1516;2;715;28,8404;0,00;57.680800
44083;1517;2;712;5,1865;0,00;10.373000
44083;1518;1;770;419,4589;0,00;419.458900
44084;1519;2;778;2024,994;0,00;4049.988000
44084;1520;2;772;2039,994;0,00;4079.988000
44085;1521;1;762;419,4589;0,00;419.458900
44085;1522;3;754;874,794;0,00;2624.382000
44085;1523;2;716;28,8404;0,00;57.680800
44085;1524;2;761;419,4589;0,00;838.917800
44085;1525;2;712;5,1865;0,00;10.373000
44085;1526;2;725;183,9382;0,00;367.876400
44085;1527;3;708;20,1865;0,00;60.559500
44085;1528;4;753;2146,962;0,00;8587.848000
44085;1529;3;729;183,9382;0,00;551.814600
44085;1530;3;763;419,4589;0,00;1258.376700
44085;1531;1;738;178,5808;0,00;178.580800
44085;1532;1;732;356,898;0,00;356.898000
44085;1533;1;715;28,8404;0,00;28.840400
44085;1534;3;760;419,4589;0,00;1258.376700
44085;1535;1;766;419,4589;0,00;419.458900
44085;1536;4;711;20,1865;0,00;80.746000
44085;1537;1;758;874,794;0,00;874.794000
44085;1538;4;707;20,1865;0,00;80.746000
44085;1539;1;768;419,4589;0,00;419.458900
44085;1540;1;770;419,4589;0,00;419.458900
44085;1541;2;755;874,794;0,00;1749.588000
44086;1542;3;771;2039,994;0,00;6119.982000
44086;1543;1;741;818,70;0,00;818.700000
44086;1544;10;709;5,70;0,00;57.000000
44086;1545;4;773;2039,994;0,00;8159.976000
44086;1546;4;775;2024,994;0,00;8099.976000
44086;1547;5;776;2024,994;0,00;10124.970000
44086;1548;4;772;2039,994;0,00;8159.976000
44086;1549;4;708;20,1865;0,00;80.746000
44086;1550;5;774;2039,994;0,00;10199.970000
44086;1551;3;714;28,8404;0,00;86.521200
44086;1552;5;743;714,7043;0,00;3573.521500
44086;1553;4;778;2024,994;0,00;8099.976000
44086;1554;3;748;722,5949;0,00;2167.784700
44086;1555;4;715;28,8404;0,00;115.361600
44086;1556;10;712;5,1865;0,00;51.865000
44086;1557;5;707;20,1865;0,00;100.932500
44086;1558;4;747;714,7043;0,00;2858.817200
44086;1559;10;711;20,1865;0,00;201.865000
44086;1560;3;716;28,8404;0,00;86.521200
44086;1561;3;745;809,76;0,00;2429.280000
44086;1562;3;742;722,5949;0,00;2167.784700
44094;1616;2;771;2039,994;0,00;4079.988000
44103;1682;4;770;419,4589;0,00;1677.835600
44103;1683;3;762;419,4589;0,00;1258.376700
44103;1684;2;760;419,4589;0,00;838.917800
44103;1685;1;715;28,8404;0,00;28.840400
44103;1686;2;712;5,1865;0,00;10.373000
44104;1687;1;773;2039,994;0,00;2039.994000
44104;1688;1;772;2039,994;0,00;2039.994000
44111;1754;1;754;874,794;0,00;874.794000
44111;1755;2;716;28,8404;0,00;57.680800
44111;1756;2;762;419,4589;0,00;838.917800
44111;1757;1;756;874,794;0,00;874.794000
44111;1758;2;755;874,794;0,00;1749.588000
44111;1759;1;732;356,898;0,00;356.898000
44111;1760;2;708;20,1865;0,00;40.373000
44111;1761;2;765;419,4589;0,00;838.917800
44111;1762;1;766;419,4589;0,00;419.458900
44111;1763;3;761;419,4589;0,00;1258.376700
44111;1764;6;712;5,1865;0,00;31.119000
44111;1765;1;738;178,5808;0,00;178.580800
44111;1766;2;725;183,9382;0,00;367.876400
44111;1767;2;715;28,8404;0,00;57.680800
44111;1768;1;707;20,1865;0,00;20.186500
44111;1769;2;764;419,4589;0,00;838.917800
44111;1770;1;729;183,9382;0,00;183.938200
44111;1771;3;758;874,794;0,00;2624.382000
44111;1772;1;714;28,8404;0,00;28.840400
44112;1773;1;771;2039,994;0,00;2039.994000
44112;1774;1;774;2039,994;0,00;2039.994000
44112;1775;8;775;2024,994;0,00;16199.952000
44112;1776;5;776;2024,994;0,00;10124.970000
44112;1777;1;772;2039,994;0,00;2039.994000
44282;2181;4;773;2039,994;0,00;8159.976000
44282;2182;3;708;20,1865;0,00;60.559500
44282;2183;1;745;809,76;0,00;809.760000
44282;2184;2;739;722,5949;0,00;1445.189800
44282;2185;4;716;28,8404;0,00;115.361600
44282;2186;3;714;28,8404;0,00;86.521200
44282;2187;2;707;20,1865;0,00;40.373000
44282;2188;2;772;2039,994;0,00;4079.988000
44282;2189;4;711;20,1865;0,00;80.746000
44282;2190;1;744;809,76;0,00;809.760000
44282;2191;2;742;722,5949;0,00;1445.189800
44282;2192;1;743;714,7043;0,00;714.704300
44282;2193;6;715;28,8404;0,00;173.042400
44282;2194;8;775;2024,994;0,00;16199.952000
44282;2195;3;771;2039,994;0,00;6119.982000
44283;2196;8;758;874,794;0,00;6998.352000
44283;2197;2;756;874,794;0,00;1749.588000
44283;2198;1;730;183,9382;0,00;183.938200
44283;2199;2;755;874,794;0,00;1749.588000
44283;2200;2;753;2146,962;0,00;4293.924000
44283;2201;5;762;419,4589;0,00;2097.294500
44283;2202;12;770;405,477;0,02;4768.409520
44283;2203;1;736;178,5808;0,00;178.580800
44283;2204;8;763;419,4589;0,00;3355.671200
44283;2205;1;726;183,9382;0,00;183.938200
44283;2206;3;722;178,5808;0,00;535.742400
44283;2207;2;768;419,4589;0,00;838.917800
44283;2208;1;767;419,4589;0,00;419.458900
44283;2209;1;729;183,9382;0,00;183.938200
44283;2210;1;749;2146,962;0,00;2146.962000
44283;2211;2;761;419,4589;0,00;838.917800
44283;2212;2;733;356,898;0,00;713.796000
44283;2213;2;764;419,4589;0,00;838.917800
44283;2214;3;725;183,9382;0,00;551.814600
44283;2215;6;765;419,4589;0,00;2516.753400
44283;2216;2;717;758,0759;0,00;1516.151800
44283;2217;2;711;20,1865;0,00;40.373000
44283;2218;2;769;419,4589;0,00;838.917800
44283;2219;1;727;183,9382;0,00;183.938200
44283;2220;1;766;419,4589;0,00;419.458900
44283;2221;6;754;874,794;0,00;5248.764000
44283;2222;2;738;178,5808;0,00;357.161600
44288;2263;4;761;419,4589;0,00;1677.835600
44288;2264;1;769;419,4589;0,00;419.458900
44288;2265;4;725;183,9382;0,00;735.752800
44288;2266;1;716;28,8404;0,00;28.840400
44288;2267;2;758;874,794;0,00;1749.588000
44288;2268;6;760;419,4589;0,00;2516.753400
44288;2269;1;767;419,4589;0,00;419.458900
44288;2270;1;717;758,0759;0,00;758.075900
44288;2271;4;715;28,8404;0,00;115.361600
44288;2272;1;711;20,1865;0,00;20.186500
44288;2273;5;729;183,9382;0,00;919.691000
44288;2274;3;733;356,898;0,00;1070.694000
44288;2275;4;766;419,4589;0,00;1677.835600
44288;2276;3;756;874,794;0,00;2624.382000
44288;2277;3;738;178,5808;0,00;535.742400
44288;2278;2;712;5,1865;0,00;10.373000
44288;2279;5;765;419,4589;0,00;2097.294500
44288;2280;3;754;874,794;0,00;2624.382000
44288;2281;3;770;419,4589;0,00;1258.376700
44288;2282;4;768;419,4589;0,00;1677.835600
44288;2283;3;707;20,1865;0,00;60.559500
44288;2284;1;714;28,8404;0,00;28.840400
44288;2285;5;722;178,5808;0,00;892.904000
44288;2286;3;726;183,9382;0,00;551.814600
44288;2287;3;730;183,9382;0,00;551.814600
44288;2288;3;718;758,0759;0,00;2274.227700
44288;2289;4;763;419,4589;0,00;1677.835600
44288;2290;3;755;874,794;0,00;2624.382000
44288;2291;4;708;20,1865;0,00;80.746000
44288;2292;6;762;419,4589;0,00;2516.753400
44288;2293;3;749;2146,962;0,00;6440.886000
44288;2294;2;764;419,4589;0,00;838.917800
44288;2295;1;753;2146,962;0,00;2146.962000
44288;2296;1;736;178,5808;0,00;178.580800
44294;2335;1;743;714,7043;0,00;714.704300
44294;2336;4;775;2024,994;0,00;8099.976000
44294;2337;18;709;5,225;0,05;89.347500
44294;2338;4;774;2039,994;0,00;8159.976000
44294;2339;6;771;2039,994;0,00;12239.964000
44294;2340;4;778;2024,994;0,00;8099.976000
44294;2341;1;748;722,5949;0,00;722.594900
44294;2342;4;776;2024,994;0,00;8099.976000
44294;2343;5;777;2024,994;0,00;10124.970000
44294;2344;2;741;818,70;0,00;1637.400000
44294;2345;2;773;2039,994;0,00;4079.988000
44295;2346;1;770;419,4589;0,00;419.458900
44295;2347;3;765;419,4589;0,00;1258.376700
44295;2348;3;762;419,4589;0,00;1258.376700
44295;2349;3;760;419,4589;0,00;1258.376700
44295;2350;2;715;28,8404;0,00;57.680800
44295;2351;2;761;419,4589;0,00;838.917800
44295;2352;2;758;874,794;0,00;1749.588000
44295;2353;3;754;874,794;0,00;2624.382000
44295;2354;2;712;5,1865;0,00;10.373000
44298;2389;4;716;28,8404;0,00;115.361600
44298;2390;1;729;183,9382;0,00;183.938200
44298;2391;1;732;356,898;0,00;356.898000
44298;2392;1;766;419,4589;0,00;419.458900
44298;2393;1;767;419,4589;0,00;419.458900
44298;2394;1;758;874,794;0,00;874.794000
44298;2395;1;761;419,4589;0,00;419.458900
44298;2396;1;751;2146,962;0,00;2146.962000
44298;2397;2;754;874,794;0,00;1749.588000
44298;2398;1;757;874,794;0,00;874.794000
44298;2399;1;763;419,4589;0,00;419.458900
44298;2400;2;765;419,4589;0,00;838.917800
44298;2401;5;707;20,1865;0,00;100.932500
44298;2402;5;753;2146,962;0,00;10734.810000
44298;2403;2;768;419,4589;0,00;838.917800
44298;2404;1;725;183,9382;0,00;183.938200
44298;2405;1;762;419,4589;0,00;419.458900
44298;2406;1;770;419,4589;0,00;419.458900
44298;2407;4;769;419,4589;0,00;1677.835600
44298;2408;1;730;183,9382;0,00;183.938200
44298;2409;3;755;874,794;0,00;2624.382000
44298;2410;1;756;874,794;0,00;874.794000
44298;2411;1;726;183,9382;0,00;183.938200
44298;2412;2;722;178,5808;0,00;357.161600
44298;2413;1;715;28,8404;0,00;28.840400
44298;2414;1;738;178,5808;0,00;178.580800
44298;2415;2;711;20,1865;0,00;40.373000
44300;2443;1;754;874,794;0,00;874.794000
44300;2444;2;715;28,8404;0,00;57.680800
44300;2445;1;760;419,4589;0,00;419.458900
44300;2446;3;712;5,1865;0,00;15.559500
44300;2447;1;762;419,4589;0,00;419.458900
44300;2448;1;763;419,4589;0,00;419.458900
44300;2449;2;770;419,4589;0,00;838.917800
44300;2450;4;758;874,794;0,00;3499.176000
44300;2451;1;761;419,4589;0,00;419.458900
44300;2452;2;765;419,4589;0,00;838.917800
44484;2851;2;774;2039,994;0,00;4079.988000
44484;2852;6;709;5,70;0,00;34.200000
44484;2853;1;710;5,70;0,00;5.700000
44484;2854;1;771;2039,994;0,00;2039.994000
44484;2855;1;777;2024,994;0,00;2024.994000
44485;2856;2;776;2024,994;0,00;4049.988000
44486;2857;1;769;419,4589;0,00;419.458900
44486;2858;1;730;183,9382;0,00;183.938200
44490;2899;1;760;419,4589;0,00;419.458900
44490;2900;1;712;5,1865;0,00;5.186500
44490;2901;2;761;419,4589;0,00;838.917800
44490;2902;1;762;419,4589;0,00;419.458900
44490;2903;2;763;419,4589;0,00;838.917800
44490;2904;2;765;419,4589;0,00;838.917800
44490;2905;1;715;28,8404;0,00;28.840400
44495;2964;2;710;5,70;0,00;11.400000
44495;2965;1;772;2039,994;0,00;2039.994000
44495;2966;1;778;2024,994;0,00;2024.994000
44496;2967;1;765;419,4589;0,00;419.458900
44496;2968;2;753;2146,962;0,00;4293.924000
44496;2969;1;752;2146,962;0,00;2146.962000
44496;2970;1;751;2146,962;0,00;2146.962000
44496;2971;1;763;419,4589;0,00;419.458900
44496;2972;1;729;183,9382;0,00;183.938200
44496;2973;1;769;419,4589;0,00;419.458900
44496;2974;1;749;2146,962;0,00;2146.962000
44496;2975;1;761;419,4589;0,00;419.458900
44496;2976;4;754;874,794;0,00;3499.176000
44496;2977;2;770;419,4589;0,00;838.917800
44496;2978;2;760;419,4589;0,00;838.917800
44496;2979;2;757;874,794;0,00;1749.588000
44496;2980;3;764;419,4589;0,00;1258.376700
44496;2981;2;750;2146,962;0,00;4293.924000
44496;2982;2;768;419,4589;0,00;838.917800
44496;2983;3;767;419,4589;0,00;1258.376700
44496;2984;1;755;874,794;0,00;874.794000
44496;2985;2;758;874,794;0,00;1749.588000
44497;2986;1;733;356,898;0,00;356.898000
44497;2987;2;766;419,4589;0,00;838.917800
44498;2988;2;708;20,1865;0,00;40.373000
44498;2989;2;766;419,4589;0,00;838.917800
44498;2990;1;755;874,794;0,00;874.794000
44498;2991;1;725;183,9382;0,00;183.938200
44498;2992;3;730;183,9382;0,00;551.814600
44498;2993;1;733;356,898;0,00;356.898000
44498;2994;6;761;419,4589;0,00;2516.753400
44498;2995;1;768;419,4589;0,00;419.458900
44498;2996;1;749;2146,962;0,00;2146.962000
44498;2997;1;738;178,5808;0,00;178.580800
44498;2998;2;764;419,4589;0,00;838.917800
44498;2999;1;754;874,794;0,00;874.794000
44498;3000;2;765;419,4589;0,00;838.917800
44498;3001;1;753;2146,962;0,00;2146.962000
44498;3002;3;758;874,794;0,00;2624.382000
44499;3003;3;778;2024,994;0,00;6074.982000
44499;3004;1;772;2039,994;0,00;2039.994000
44499;3005;2;776;2024,994;0,00;4049.988000
44499;3006;1;710;5,70;0,00;5.700000
44504;3051;3;712;5,1865;0,00;15.559500
44504;3052;3;769;419,4589;0,00;1258.376700
44504;3053;1;754;874,794;0,00;874.794000
44504;3054;2;762;419,4589;0,00;838.917800
44504;3055;1;749;2146,962;0,00;2146.962000
44504;3056;2;726;183,9382;0,00;367.876400
44504;3057;1;759;419,4589;0,00;419.458900
44504;3058;1;732;356,898;0,00;356.898000
44504;3059;1;725;183,9382;0,00;183.938200
44504;3060;3;729;183,9382;0,00;551.814600
44504;3061;1;750;2146,962;0,00;2146.962000
44504;3062;4;761;419,4589;0,00;1677.835600
44504;3063;3;766;419,4589;0,00;1258.376700
44504;3064;1;763;419,4589;0,00;419.458900
