AddressID;AddressLine1;City;StateProvinceID;PostalCode
11824;1103, rue Lamarck;Paris;161;75019
27631;1104 Colton Ln;Burien;79;98168
17031;1104 Colton Ln;Corvallis;58;97330
15607;1104 O St.;Coronado;9;92118
27040;1105 Meadowbrook Drive;Colma;9;94014
26705;1105 Meadowbrook Drive;Olympia;79;98501
11907;1105 N. 48th St;London;14;E17 6JF
17536;1105 N. 48th St;Newton;7;V2M1N7
20958;1105 O St.;Shawnee;7;V8Z 4N5
14769;1106 Pine Creek Way;Bracknell;14;RG12 8TB
27235;1106 Pine Creek Way;Lincoln Acres;9;91950
28311;1107 La Corte Bonita;Cliffside;7;V8Y 1L1
18462;1108 Cactus Court;Hervey Bay;64;4655
11735;111, boulevard du Montparnasse;Colombes;178;92700
25564;111, quai Paul Doumer;Roubaix;145;59100
17919;111, rue des Pyrenees;Roubaix;145;59100
13226;111, rue Maillard;Versailles;164;78000
15193;111, rue Marbeuf;Colomiers;117;31770
29343;1111 Bayview Cr;High Wycombe;14;HP10 9QY
11998;1111 Bayview Cr;Palo Alto;9;94303
14180;1111, rue de Longchamp;Colomiers;117;31770
17310;1111, rue Ste-Honoré;Roncq;145;59223
22775;1112 Roehlidge Lane;Sedro Woolley;79;98284
19801;1112, rue des Grands Champs;Saint Germain en Laye;164;78100
12297;1113 Catherine Way;Newport Beach;9;92625
17263;1113 Ready Road;Lake Oswego;58;97034
23718;1113 Ready Road;Oxford;14;OX14 4SE
22238;1114 Laurel;Spring Valley;9;91977
18303;1117 Ashford Court;Burien;79;98168
27720;1117 Diablo View Road;Renton;79;98055
23952;1119 Elderwood Dr.;Lake Oswego;58;97034
12420;1119 Elderwood Dr.;Birmingham;14;B29 6SL
17096;112 Kathleen Drive;London;14;EC1R 0DU
20510;112 Kathleen Drive;Palo Alto;9;94303
15810;112 RaceCt;Renton;79;98055
29676;112, avenue du Québec;Pantin;179;93500
15307;112, avenue du Québec;Sèvres;178;92310
22138;112, boulevard Tremblay;Saint-Denis;179;93400
19371;112, rue Faubourg St Antoine;Roubaix;145;59100
19945;112, rue Marbeuf;Dunkerque;145;59140
16199;112, rue Marbeuf;Rockhampton;64;4700
11908;1120 Curtis Drive;High Wycombe;14;HP10 9QY
19254;1120 Curtis Drive;Sedro Woolley;79;98284
22716;1120 Jeff Ct.;Vancouver;7;V7L 4J4
15855;1121 Boynton Avenue;Colma;9;94014
29287;1121 Boynton Avenue;Issaquah;79;98027
26755;1121 Ferry Street;Cambridge;14;CB4 4BZ
19606;1121 Ferry Street;Everett;79;98201
18620;1121 Serrano Way;Spokane;79;99202
18460;1124 Leeds Ct. West;Marysville;79;98270
16712;1127 Leewood Place;W. Linn;58;97068
19014;1127 Oak Street;Coronado;9;92118
29780;1127 Wellington Avenue;Salem;58;97301
19989;113 Gordon Ct.;Milsons Point;50;2061
24886;113, rue Ste-Honoré;Paris;161;75012
17779;1130 Fillet Ave.;Lavender Bay;50;2060
18839;1130 Fillet Ave.;Port Hammond;7;V6B 3P7
26016;1132 Plymouth Dr.;Bellflower;9;90706
29856;1132 Plymouth Dr.;Lake Oswego;58;97034
28413;1132 San Vincente Drive;Silverwater;50;2264
18941;1133 Beauer Lane;Hobart;71;7001
16601;1133 Concord Place;Portland;58;97205
19508;1133 Fillet Ave;Beverly Hills;9;90210
17092;1133 Fillet Ave;N. Vancouver;7;V7L 4J4
26877;1133 Leisure Lane;Burnaby;7;V3J 6Z3
14248;1133 Leisure Lane;Sooke;7;V0
22044;1134 Concord Pl.;Grossmont;9;91941
25720;1134 Concord Pl.;Springwood;50;2777
15452;1135 Glenellen Court;San Carlos;9;94070
14745;1135 W St.;Cloverdale;66;6105
20502;1135 W St.;Stoke-on-Trent;14;AS23
17482;1136 Lane Way;Hawthorne;64;4171
29522;114, quai Paul Doumer;Lieusaint;163;77127
16547;1140 Panoramic Drive;Port Hammond;7;V6B 3P7
26682;1141 Hale Court;Fremont;9;94536
21985;1141 Panoramic Dr.;London;14;SW1P 2NU
21980;1141 Panoramic Dr.;Spring Valley;9;91977
20418;1141 Redwood Road;Yakima;79;98901
16864;1141 Rolling Hill Way;Glendale;9;91203
21773;1142 Firestone Dr.;Downey;9;90241
23244;1142 Firestone Dr.;Melton;77;3337
23392;1143 Julpum Loop;Bellingham;79;98225
28137;1143 Julpum Loop;Oak Bay;7;V8P
20982;1144 N. Jackson Way;Lynnwood;79;98036
267;1144 Paradise Ct.;Issaquah;79;98027
12601;1144 Paradise Ct.;Newport Beach;9;92625
25965;1144 Paraiso Ct.;Berkeley;9;94704
21298;1144, rue Ste-Honoré;Morangis;177;91420
23048;1144/118 rue Faubourg St Antoine;Lille;145;59000
27864;1145 Paraiso Ct.;Langley;7;V3A 4R2
16405;1147 Delta Way;Beverly Hills;9;90210
27225;1147 Dimaggio Way;Newcastle upon Tyne;14;NT20
29593;1147 Mellowood Street;Newport Beach;9;92625
28973;1148 Thornwood Drive;Berks;14;SL4 1RH
11886;1148 Thornwood Drive;Corvallis;58;97330
13873;115 Pine Creek Way;Lynnwood;79;98036
26584;115 Santa Fe Street;Cliffside;7;V8Y 1L1
13844;115 Santa Fe Street;Lavender Bay;50;2060
28029;115, quai Paul Doumer;Saint-Denis;179;93400
11910;1153 Loma Linda;Bendigo;77;3550
24188;1153 Loma Linda;Oxford;14;OX14 4SE
21394;1153 Southampton Road;Rhodes;50;2138
28349;1154 Regina Lane;St. Leonards;50;2065
23353;1154 Regina Lane;W. Linn;58;97068
16901;1155, rue Ste-Honoré;Paris;161;75017
23230;1156 Corte Poquito;Beaverton;58;97005
12910;1156 Corte Poquito;Yakima;79;98901
22664;1156 Dublin Court;Runcorn;14;TY31
19186;1156 Dublin Court;Watford;14;WA3
24066;1157 Chilpancingo Pk.;Bremerton;79;98312
28389;1157 Chilpancingo Pk.;Colma;9;94014
25464;1157, rue Marbeuf;Les Ulis;177;91940
19868;1158 Roundtree Place;Coffs Harbour;50;2450
12306;1158 Roundtree Place;Spokane;79;99202
18408;1159 Filling Ave.;Santa Monica;9;90401
24010;1159 Lacassie Ave;Wollongong;50;2500
12225;1159 LaCrosse Ave;San Francisco;9;94109
29228;116, boulevard d´Albi;Bobigny;179;93000
21038;116, boulevard d´Albi;Metz;143;57000
16806;1160 Bella Avenue;Esher-Molesey;14;EM15
11841;1160 Bella Avenue;Port Orchard;79;98366
28217;1160 Camelback Road;Hervey Bay;64;4655
14477;1160 Via Del Sol;Oak Bay;7;V8P
26316;1160 Via Del Sol;Springwood;50;2777
18012;1161 Daffodil Dr.;Burbank;9;91502
14017;1161 Daffodil Dr.;Milton Keynes;14;MK8 8DF
29016;1161 Pine Hollow Road;Burnaby;7;V3J 6Z3
17905;1162 Park Glenn;Gold Coast;64;4217
12846;1162 Park Glenn;Walla Walla;79;99362
22588;1162 Relief Valley Ct;Colma;9;94014
15505;1162 Relief Valley Ct;Seaford;77;3198
19592;1162 Thunderbird Drive;Oregon City;58;97045
18507;1163 Bella Vista;Santa Monica;9;90401
25081;1164 Augustine Drive;Lane Cove;50;1597
18474;1164 Bell Drive;Coronado;9;92118
15027;1164 Glenview Drive;Langford;7;V9
24965;1168 Escobar;Chula Vista;9;91910
29760;1168 Escobar;Woodland Hills;9;91364
20979;117 Esperanza Dr;Lemon Grove;9;91945
23413;117 Marvello Lane;Lane Cove;50;1597
24513;117 Marvello Lane;Peterborough;14;PB12
14995;1170 Shaw Rd;Glendale;9;91203
23822;1170 Shaw Rd;St. Leonards;50;2065
21312;1172 Flamingo Dr.;Cliffside;7;V8Y 1L1
14692;1172 Flamingo Dr.;London;14;C2H 7AU
18297;1172 Lunar Lane;West Covina;9;91791
21346;1173 Dale Pl.;Hobart;71;7001
24671;1173 Dale Pl.;Sydney;50;1002
14263;1174 Ayers Rd;Downey;9;90241
29703;1174 Royal Ann Lane;Matraville;50;2036
15366;1176 Oil Road;Redmond;79;98052
20648;1176 Oily Road;Sydney;50;1002
21176;1177 Oily Road;Burien;79;98168
20699;1177 Oily Road;West Covina;9;91791
18664;1178 Flora Ave.;Shawnee;7;V9B 2C3
25739;1178 Sandy Blvd.;Gold Coast;64;4217
25295;1178 Sandy Blvd.;Yakima;79;98901
29049;118, rue Faubourg St Antoine;Bobigny;179;93000
17778;118, rue Marbeuf;Colombes;178;92700
21712;118, rue Marbeuf;Orleans;131;45000
27903;118, rue Marbeuf;Suresnes;178;92150
11763;118, rue Marbeuf;Villeneuve-d'Ascq;145;59491
15696;1180 Rhea Ct;West Covina;9;91791
